13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,03,05,13,13,03,04,05,13
13,13,13,13,13,13,13,13,01,12,04,04,11,09,07,13
13,13,13,13,13,13,13,13,02,10,21,22,20,12,04,05
13,13,13,13,13,13,13,13,13,01,17,26,24,20,00,06
13,13,13,13,13,13,13,13,13,01,00,17,26,16,09,07
13,13,03,05,13,13,13,13,13,02,08,10,17,19,06,13
13,03,11,12,04,05,13,13,13,13,13,02,08,08,07,13
13,01,00,21,20,12,05,13,13,13,13,13,13,13,13,13
13,02,10,15,24,20,06,13,13,13,13,13,13,13,13,13
13,13,01,17,18,19,06,13,13,13,13,13,13,13,13,13
13,13,02,10,00,09,07,13,13,13,13,13,13,13,13,13
13,13,13,02,08,07,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
